Dataset,Outlier_Frac,Trial,Config,Rel_Error
Hahn1,0.1,3,rho_f=0.85,0.07458156212720955
Hahn1,0.1,4,rho_f=0.85,0.07458156374943073
Hahn1,0.1,5,rho_f=0.85,0.0938259967059866
Hahn1,0.1,6,rho_f=0.85,0.07985837701236549
Hahn1,0.1,7,rho_f=0.85,0.35392659882456745
Hahn1,0.1,8,rho_f=0.85,0.07458156285349994
Hahn1,0.1,9,rho_f=0.85,0.11392198259123938
Hahn1,0.1,10,rho_f=0.85,0.07458156209885723
Hahn1,0.1,11,rho_f=0.85,0.08717698181066055
Hahn1,0.1,12,rho_f=0.85,0.07457816620247364
Hahn1,0.1,13,rho_f=0.85,0.10564517768879433
Hahn1,0.1,14,rho_f=0.85,0.0745815622164921
Hahn1,0.1,15,rho_f=0.85,0.07458156205444377
Hahn1,0.1,16,rho_f=0.85,0.07458155009744424
Hahn1,0.1,17,rho_f=0.85,0.07458156286788242
Hahn1,0.1,18,rho_f=0.85,0.07458156198249256
Hahn1,0.1,19,rho_f=0.85,0.08058514222908206
Hahn1,0.3,0,rho_f=0.85,0.0745815629189246
Hahn1,0.3,1,rho_f=0.85,0.07458156224082521
Hahn1,0.3,2,rho_f=0.85,0.07458156292222605
Hahn1,0.3,3,rho_f=0.85,0.07512552127668101
Hahn1,0.3,4,rho_f=0.85,0.07458156282681072
Hahn1,0.3,5,rho_f=0.85,0.07527211533720174
Hahn1,0.3,6,rho_f=0.85,0.07458156147810477
Hahn1,0.3,7,rho_f=0.85,0.07458155779754277
Hahn1,0.3,8,rho_f=0.85,0.07458156241819625
Hahn1,0.3,9,rho_f=0.85,0.0745815628353357
Hahn1,0.3,10,rho_f=0.85,0.07458156269976086
Hahn1,0.3,11,rho_f=0.85,0.07338570100878743
Hahn1,0.3,12,rho_f=0.85,0.07458156115051565
Hahn1,0.3,13,rho_f=0.85,0.07403768830477711
Hahn1,0.3,14,rho_f=0.85,0.07458156089164715
Hahn1,0.3,15,rho_f=0.85,0.1246567182583353
Hahn1,0.3,16,rho_f=0.85,0.07458156199215574
Hahn1,0.3,17,rho_f=0.85,0.07478845879097673
Hahn1,0.3,18,rho_f=0.85,0.07458156292225236
Hahn1,0.3,19,rho_f=0.85,0.07458156292226449
Kirby2,0.0,0,rho_f=0.85,0.00450213108513426
Kirby2,0.1,0,rho_f=0.85,0.00690256896199562
Kirby2,0.1,1,rho_f=0.85,0.10405080274048102
Kirby2,0.1,2,rho_f=0.85,0.10405080134949976
Kirby2,0.1,3,rho_f=0.85,0.10405080361814961
Kirby2,0.1,4,rho_f=0.85,0.038107866105720964
Kirby2,0.1,5,rho_f=0.85,0.012493928405534153
Kirby2,0.1,6,rho_f=0.85,0.02866275988017036
Kirby2,0.1,7,rho_f=0.85,0.012947207768218212
Kirby2,0.1,8,rho_f=0.85,0.0239334833007915
Kirby2,0.1,9,rho_f=0.85,0.0266064366762214
Kirby2,0.1,10,rho_f=0.85,0.1040508040720488
Kirby2,0.1,11,rho_f=0.85,0.01474626509207739
Kirby2,0.1,12,rho_f=0.85,0.023183452249098024
Kirby2,0.1,13,rho_f=0.85,0.015319527450990937
Kirby2,0.1,14,rho_f=0.85,0.02020664520576032
Kirby2,0.1,15,rho_f=0.85,0.10405080303082394
Kirby2,0.1,16,rho_f=0.85,0.10405079981895778
Kirby2,0.1,17,rho_f=0.85,0.017384192963647214
Kirby2,0.1,18,rho_f=0.85,0.10405080338453601
Kirby2,0.1,19,rho_f=0.85,0.10405080394099536
Kirby2,0.3,0,rho_f=0.85,0.12519453705927938
Kirby2,0.3,1,rho_f=0.85,0.07406311019920697
Kirby2,0.3,2,rho_f=0.85,0.03529582108580245
Kirby2,0.3,3,rho_f=0.85,0.032195354238754144
Kirby2,0.3,4,rho_f=0.85,0.10405080151941998
Kirby2,0.3,5,rho_f=0.85,0.10405080287055428
Kirby2,0.3,6,rho_f=0.85,0.01454558534793117
Kirby2,0.3,7,rho_f=0.85,0.10405080305697377
Kirby2,0.3,8,rho_f=0.85,0.10405080692820527
Kirby2,0.3,9,rho_f=0.85,0.014358935790730042
Kirby2,0.3,10,rho_f=0.85,0.10405079443304363
Kirby2,0.3,11,rho_f=0.85,0.026191082935292594
Kirby2,0.3,12,rho_f=0.85,0.01917866122013733
Kirby2,0.3,13,rho_f=0.85,0.10405080691900745
Kirby2,0.3,14,rho_f=0.85,0.1040507997545846
