n,p,Magnitude,Leverage_Ratio,Trial,Method,Param_Error
100,20,4.0,0.2,10,Barron,2803.026252507335
100,20,4.0,0.2,11,Lf_dual,0.5542814338908272
100,20,4.0,0.2,11,OLS,1.1761440685161444
100,20,4.0,0.2,11,Huber,5.310323039135476
100,20,4.0,0.2,11,Cauchy,16.256198845861057
100,20,4.0,0.2,11,Barron,394.04815365270855
100,20,4.0,0.2,12,Lf_dual,0.8526696040856692
100,20,4.0,0.2,12,OLS,1.8528285412932624
100,20,4.0,0.2,12,Huber,3.670269885719466
100,20,4.0,0.2,12,Cauchy,4.6112145304312655
100,20,4.0,0.2,12,Barron,1007.7730865959526
100,20,4.0,0.2,13,Lf_dual,0.5308519794808156
100,20,4.0,0.2,13,OLS,2.2634925720925176
100,20,4.0,0.2,13,Huber,1.9378666906057558
100,20,4.0,0.2,13,Cauchy,4.149265212057287
100,20,4.0,0.2,13,Barron,18.888979941479835
100,20,4.0,0.2,14,Lf_dual,1.2434980307360837
100,20,4.0,0.2,14,OLS,1.5553765900757324
100,20,4.0,0.2,14,Huber,4.709397301207986
100,20,4.0,0.2,14,Cauchy,5.6603040079730835
100,20,4.0,0.2,14,Barron,9.289392211660186
100,20,4.0,0.2,15,Lf_dual,0.6401120784124708
100,20,4.0,0.2,15,OLS,1.585129808527428
100,20,4.0,0.2,15,Huber,5.627439669830746
100,20,4.0,0.2,15,Cauchy,4.566483918667643
100,20,4.0,0.2,15,Barron,228.46473080859784
100,20,4.0,0.2,16,Lf_dual,0.14763191301308612
100,20,4.0,0.2,16,OLS,1.3432472677023088
100,20,4.0,0.2,16,Huber,5.091875895732182
100,20,4.0,0.2,16,Cauchy,5.702785081390966
100,20,4.0,0.2,16,Barron,248.0587284977875
100,20,4.0,0.2,17,Lf_dual,0.1465345275419092
100,20,4.0,0.2,17,OLS,1.3088254174677152
100,20,4.0,0.2,17,Huber,3.45573778660582
100,20,4.0,0.2,17,Cauchy,10.268371264234103
100,20,4.0,0.2,17,Barron,4.074002444266748
100,20,4.0,0.2,18,Lf_dual,0.7805595743189415
100,20,4.0,0.2,18,OLS,1.4833119720047245
100,20,4.0,0.2,18,Huber,4.584759554072795
100,20,4.0,0.2,18,Cauchy,4.8854618092415665
100,20,4.0,0.2,18,Barron,251.9446593740701
100,20,4.0,0.2,19,Lf_dual,0.2045273193041721
100,20,4.0,0.2,19,OLS,1.3714097029835992
100,20,4.0,0.2,19,Huber,4.358594020169345
100,20,4.0,0.2,19,Cauchy,11.126738640041344
100,20,4.0,0.2,19,Barron,4.513257145736397
100,20,8.0,0.1,0,Lf_dual,0.7367519217630603
100,20,8.0,0.1,0,OLS,1.2132665219646575
100,20,8.0,0.1,0,Huber,3.7945190172515666
100,20,8.0,0.1,0,Cauchy,4.5574829212725065
100,20,8.0,0.1,0,Barron,201.88716588271691
100,20,8.0,0.1,1,Lf_dual,1.3556652463524475
100,20,8.0,0.1,1,OLS,2.1682513510656034
100,20,8.0,0.1,1,Huber,1.269189660579022
100,20,8.0,0.1,1,Cauchy,4.858772885891818
100,20,8.0,0.1,1,Barron,1213.0998363125473
100,20,8.0,0.1,2,Lf_dual,1.307818331108253
100,20,8.0,0.1,2,OLS,1.690493838698588
100,20,8.0,0.1,2,Huber,4.37893391510996
100,20,8.0,0.1,2,Cauchy,10.24044643976887
100,20,8.0,0.1,2,Barron,17301.078355717367
100,20,8.0,0.1,3,Lf_dual,0.4236139907741742
100,20,8.0,0.1,3,OLS,1.3704856767241573
100,20,8.0,0.1,3,Huber,3.287645776572671
100,20,8.0,0.1,3,Cauchy,3.1901840058782005
100,20,8.0,0.1,3,Barron,16.38538932284006
100,20,8.0,0.1,4,Lf_dual,1.0926748305809049
100,20,8.0,0.1,4,OLS,1.3314314270401093
100,20,8.0,0.1,4,Huber,11.210246433012362
100,20,8.0,0.1,4,Cauchy,3.3871361022690336
100,20,8.0,0.1,4,Barron,299.92982486010703
100,20,8.0,0.1,5,Lf_dual,0.8657722543688972
100,20,8.0,0.1,5,OLS,1.6050922011785884
100,20,8.0,0.1,5,Huber,4.637932906293533
100,20,8.0,0.1,5,Cauchy,4.687956952385976
100,20,8.0,0.1,5,Barron,328.82602584927685
100,20,8.0,0.1,6,Lf_dual,0.7710679642682504
100,20,8.0,0.1,6,OLS,1.0219366296025918
100,20,8.0,0.1,6,Huber,3.891768645249521
100,20,8.0,0.1,6,Cauchy,7.121496791178965
100,20,8.0,0.1,6,Barron,5.661372229694238
100,20,8.0,0.1,7,Lf_dual,0.4573076083548713
100,20,8.0,0.1,7,OLS,1.4097468245573956
100,20,8.0,0.1,7,Huber,5.116574877180009
100,20,8.0,0.1,7,Cauchy,5.773717080600777
100,20,8.0,0.1,7,Barron,114.26599748513793
100,20,8.0,0.1,8,Lf_dual,0.7644764460727059
100,20,8.0,0.1,8,OLS,1.8096610763268715
100,20,8.0,0.1,8,Huber,7.2963451228078355
100,20,8.0,0.1,8,Cauchy,3.9969445758694073
100,20,8.0,0.1,8,Barron,38.30555678971928
100,20,8.0,0.1,9,Lf_dual,0.9052451986285743
100,20,8.0,0.1,9,OLS,1.7649014675289973
100,20,8.0,0.1,9,Huber,3.7367442688462718
100,20,8.0,0.1,9,Cauchy,3.3351000670120765
100,20,8.0,0.1,9,Barron,67.40580312241207
100,20,8.0,0.1,10,Lf_dual,0.4743345679166956
100,20,8.0,0.1,10,OLS,2.405994491233057
100,20,8.0,0.1,10,Huber,2.6945606995102067
100,20,8.0,0.1,10,Cauchy,3.123667219292214
100,20,8.0,0.1,10,Barron,22.22449209909901
100,20,8.0,0.1,11,Lf_dual,1.6894412497234632
100,20,8.0,0.1,11,OLS,2.370282532843003
100,20,8.0,0.1,11,Huber,4.326412299084279
100,20,8.0,0.1,11,Cauchy,5.472285037161214
100,20,8.0,0.1,11,Barron,113.37050532396442
100,20,8.0,0.1,12,Lf_dual,0.7111880891319009
100,20,8.0,0.1,12,OLS,1.7474060215043394
100,20,8.0,0.1,12,Huber,4.881858239718101
100,20,8.0,0.1,12,Cauchy,4.683911328171408
100,20,8.0,0.1,12,Barron,3066.8286858526976
100,20,8.0,0.1,13,Lf_dual,1.121775395869618
100,20,8.0,0.1,13,OLS,2.042684796180577
100,20,8.0,0.1,13,Huber,6.8527842163707575
100,20,8.0,0.1,13,Cauchy,4.858261203687719
100,20,8.0,0.1,13,Barron,1039.422943642607
100,20,8.0,0.1,14,Lf_dual,0.6879597569948572
100,20,8.0,0.1,14,OLS,1.624290271651042
100,20,8.0,0.1,14,Huber,1.2918556282553284
100,20,8.0,0.1,14,Cauchy,5.596553631837389
100,20,8.0,0.1,14,Barron,2987.41761726009
100,20,8.0,0.1,15,Lf_dual,0.895814207273379
100,20,8.0,0.1,15,OLS,1.7454741560098774
100,20,8.0,0.1,15,Huber,13.465909600789978
100,20,8.0,0.1,15,Cauchy,3.5584727561654175
100,20,8.0,0.1,15,Barron,214.40255698651706
100,20,8.0,0.1,16,Lf_dual,0.8287136540447787
100,20,8.0,0.1,16,OLS,1.5090661218900074
100,20,8.0,0.1,16,Huber,3.9690544352084673
100,20,8.0,0.1,16,Cauchy,6.315715901260483
100,20,8.0,0.1,16,Barron,255.52607597958098
100,20,8.0,0.1,17,Lf_dual,0.5458808585022019
100,20,8.0,0.1,17,OLS,1.9690022615660874
100,20,8.0,0.1,17,Huber,0.33966307023037495
100,20,8.0,0.1,17,Cauchy,9.881203636539428
100,20,8.0,0.1,17,Barron,35387.507447847034
100,20,8.0,0.1,18,Lf_dual,0.5544167484783403
100,20,8.0,0.1,18,OLS,1.0725858478438863
100,20,8.0,0.1,18,Huber,4.6552305542395285
100,20,8.0,0.1,18,Cauchy,14.906353343079322
100,20,8.0,0.1,18,Barron,4.870701972075376
100,20,8.0,0.1,19,Lf_dual,0.6449165758370637
100,20,8.0,0.1,19,OLS,2.053543639026498
100,20,8.0,0.1,19,Huber,4.253040364555917
100,20,8.0,0.1,19,Cauchy,4.389740460903071
100,20,8.0,0.1,19,Barron,24528.620670281616
100,20,8.0,0.2,0,Lf_dual,1.7150222214814408
100,20,8.0,0.2,0,OLS,3.2234743232088574
100,20,8.0,0.2,0,Huber,0.4010276187102417
100,20,8.0,0.2,0,Cauchy,2.575987298843481
100,20,8.0,0.2,0,Barron,9.179297916209176
100,20,8.0,0.2,1,Lf_dual,1.5754873989566405
100,20,8.0,0.2,1,OLS,2.5324302443381255
100,20,8.0,0.2,1,Huber,4.575549388185593
100,20,8.0,0.2,1,Cauchy,5.32087929447584
100,20,8.0,0.2,1,Barron,204.79449342377794
100,20,8.0,0.2,2,Lf_dual,2.7727502083840077
100,20,8.0,0.2,2,OLS,2.9485454194249194
100,20,8.0,0.2,2,Huber,5.235895337402348
100,20,8.0,0.2,2,Cauchy,5.820168054789303
100,20,8.0,0.2,2,Barron,441.2440682484354
100,20,8.0,0.2,3,Lf_dual,1.036604623823594
100,20,8.0,0.2,3,OLS,2.451151737908478
100,20,8.0,0.2,3,Huber,0.15836691290666274
100,20,8.0,0.2,3,Cauchy,2.433785884908899
100,20,8.0,0.2,3,Barron,6.931410055028675
100,20,8.0,0.2,4,Lf_dual,1.2895323263355578
100,20,8.0,0.2,4,OLS,2.619417161431653
100,20,8.0,0.2,4,Huber,4.032590657725313
100,20,8.0,0.2,4,Cauchy,4.753418368396393
100,20,8.0,0.2,4,Barron,6590.173737937334
100,20,8.0,0.2,5,Lf_dual,1.6654505546281628
100,20,8.0,0.2,5,OLS,2.537819937423163
100,20,8.0,0.2,5,Huber,0.7661808055307278
100,20,8.0,0.2,5,Cauchy,3.3452044730189687
100,20,8.0,0.2,5,Barron,74.89449987054844
100,20,8.0,0.2,6,Lf_dual,1.7946511788322816
100,20,8.0,0.2,6,OLS,3.259308059972139
100,20,8.0,0.2,6,Huber,0.1755905784618044
100,20,8.0,0.2,6,Cauchy,1.8246731873138395
100,20,8.0,0.2,6,Barron,29.363772922534128
100,20,8.0,0.2,7,Lf_dual,0.9760251806600192
100,20,8.0,0.2,7,OLS,1.7008304336631692
100,20,8.0,0.2,7,Huber,5.045954405500249
100,20,8.0,0.2,7,Cauchy,8.364564636474872
100,20,8.0,0.2,7,Barron,5.601200699616752
100,20,8.0,0.2,8,Lf_dual,1.5395445866295046
100,20,8.0,0.2,8,OLS,3.144523503336733
100,20,8.0,0.2,8,Huber,0.09232043366353668
100,20,8.0,0.2,8,Cauchy,2.993613179112084
100,20,8.0,0.2,8,Barron,8.051836461914101
100,20,8.0,0.2,9,Lf_dual,1.8266489434028848
100,20,8.0,0.2,9,OLS,3.2904895467366346
100,20,8.0,0.2,9,Huber,0.1532611390573734
100,20,8.0,0.2,9,Cauchy,2.1282230090525616
100,20,8.0,0.2,9,Barron,13.240997703149059
100,20,8.0,0.2,10,Lf_dual,1.3620718976447213
100,20,8.0,0.2,10,OLS,1.953054491102842
100,20,8.0,0.2,10,Huber,4.158714924770157
100,20,8.0,0.2,10,Cauchy,2.661971648335599
100,20,8.0,0.2,10,Barron,24.242065696937484
100,20,8.0,0.2,11,Lf_dual,0.7204525925970754
100,20,8.0,0.2,11,OLS,2.383896112141274
100,20,8.0,0.2,11,Huber,7.041539579996159
100,20,8.0,0.2,11,Cauchy,5.702205031680892
100,20,8.0,0.2,11,Barron,24025.674049277022
100,20,8.0,0.2,12,Lf_dual,1.2453363291573014
100,20,8.0,0.2,12,OLS,2.64880861845919
100,20,8.0,0.2,12,Huber,4.676240411238099
100,20,8.0,0.2,12,Cauchy,4.240433385842869
100,20,8.0,0.2,12,Barron,1662.5140729183406
100,20,8.0,0.2,13,Lf_dual,2.3969387083058353
100,20,8.0,0.2,13,OLS,4.57034207609165
100,20,8.0,0.2,13,Huber,0.5833314224755898
100,20,8.0,0.2,13,Cauchy,3.145566961980271
100,20,8.0,0.2,13,Barron,6.876029324424709
100,20,8.0,0.2,14,Lf_dual,1.5382799748159053
100,20,8.0,0.2,14,OLS,2.2530386539884626
100,20,8.0,0.2,14,Huber,4.798759827649244
100,20,8.0,0.2,14,Cauchy,5.385972736321158
100,20,8.0,0.2,14,Barron,235.92250291687355
100,20,8.0,0.2,15,Lf_dual,1.4695544034601697
100,20,8.0,0.2,15,OLS,2.32449281437938
100,20,8.0,0.2,15,Huber,3.856075259609104
100,20,8.0,0.2,15,Cauchy,3.3478388944234823
100,20,8.0,0.2,15,Barron,108.3093945300141
100,20,8.0,0.2,16,Lf_dual,0.3483183301027089
100,20,8.0,0.2,16,OLS,2.233066988863858
100,20,8.0,0.2,16,Huber,0.6725559057751342
100,20,8.0,0.2,16,Cauchy,4.105374781271456
100,20,8.0,0.2,16,Barron,364.06031196522457
100,20,8.0,0.2,17,Lf_dual,0.9034581524948032
100,20,8.0,0.2,17,OLS,1.784242433642515
100,20,8.0,0.2,17,Huber,0.2344296018328032
100,20,8.0,0.2,17,Cauchy,3.3202493690001393
100,20,8.0,0.2,17,Barron,33.42133185556327
100,20,8.0,0.2,18,Lf_dual,1.4026717271691056
100,20,8.0,0.2,18,OLS,2.304372872013919
100,20,8.0,0.2,18,Huber,0.12112889791751844
100,20,8.0,0.2,18,Cauchy,3.4441627371546297
100,20,8.0,0.2,18,Barron,72.3146679085678
100,20,8.0,0.2,19,Lf_dual,0.8701688950171874
100,20,8.0,0.2,19,OLS,2.3615852355302587
100,20,8.0,0.2,19,Huber,4.718423032558095
100,20,8.0,0.2,19,Cauchy,4.080856674716416
100,20,8.0,0.2,19,Barron,325.2061324973154
100,20,12.0,0.1,0,Lf_dual,0.8797593696327954
100,20,12.0,0.1,0,OLS,1.3035579068894485
100,20,12.0,0.1,0,Huber,4.27864246982702
100,20,12.0,0.1,0,Cauchy,4.836320969434835
100,20,12.0,0.1,0,Barron,16.94533742325556
100,20,12.0,0.1,1,Lf_dual,2.011257608279414
100,20,12.0,0.1,1,OLS,2.3467629846020728
100,20,12.0,0.1,1,Huber,5.342566241383
100,20,12.0,0.1,1,Cauchy,5.042664749567327
100,20,12.0,0.1,1,Barron,532.1680201026647
100,20,12.0,0.1,2,Lf_dual,1.3634950776234225
100,20,12.0,0.1,2,OLS,1.7653627115515131
100,20,12.0,0.1,2,Huber,5.6258947289367764
100,20,12.0,0.1,2,Cauchy,5.109352272584714
100,20,12.0,0.1,2,Barron,513.3274753597007
100,20,12.0,0.1,3,Lf_dual,1.5815067694465337
100,20,12.0,0.1,3,OLS,1.4753378409685571
100,20,12.0,0.1,3,Huber,3.287645776572681
100,20,12.0,0.1,3,Cauchy,3.033698309786978
100,20,12.0,0.1,3,Barron,13032.704394210767
100,20,12.0,0.1,4,Lf_dual,1.4317895908142926
100,20,12.0,0.1,4,OLS,1.4415805056382252
100,20,12.0,0.1,4,Huber,3.656544994728615
100,20,12.0,0.1,4,Cauchy,5.508116741015391
100,20,12.0,0.1,4,Barron,12237.013225263916
100,20,12.0,0.1,5,Lf_dual,0.9733730145949558
100,20,12.0,0.1,5,OLS,1.8382060676362426
100,20,12.0,0.1,5,Huber,4.105793568009825
100,20,12.0,0.1,5,Cauchy,4.816762815145407
100,20,12.0,0.1,5,Barron,12.704747862966567
100,20,12.0,0.1,6,Lf_dual,0.7820314359176392
100,20,12.0,0.1,6,OLS,1.1354698427009429
100,20,12.0,0.1,6,Huber,3.298975475905214
100,20,12.0,0.1,6,Cauchy,3.892861071042505
100,20,12.0,0.1,6,Barron,61286.35753916723
100,20,12.0,0.1,7,Lf_dual,0.8786380529660908
100,20,12.0,0.1,7,OLS,1.5419271741633465
100,20,12.0,0.1,7,Huber,5.082027394535054
100,20,12.0,0.1,7,Cauchy,5.823201477106764
100,20,12.0,0.1,7,Barron,201.25468885121123
100,20,12.0,0.1,8,Lf_dual,1.460126516821641
100,20,12.0,0.1,8,OLS,1.8970605474327857
100,20,12.0,0.1,8,Huber,7.638671686793469
100,20,12.0,0.1,8,Cauchy,4.015232540731886
100,20,12.0,0.1,8,Barron,237.0009732117037
100,20,12.0,0.1,9,Lf_dual,2.025876710039138
100,20,12.0,0.1,9,OLS,1.9491800605801632
100,20,12.0,0.1,9,Huber,8.687943246329604
100,20,12.0,0.1,9,Cauchy,4.185658830332247
100,20,12.0,0.1,9,Barron,352.22104258985183
100,20,12.0,0.1,10,Lf_dual,0.6290663808507326
100,20,12.0,0.1,10,OLS,2.795546224660818
100,20,12.0,0.1,10,Huber,2.725167986342079
100,20,12.0,0.1,10,Cauchy,5.169673558818512
100,20,12.0,0.1,10,Barron,36931.35517686246
100,20,12.0,0.1,11,Lf_dual,1.8476775115588422
100,20,12.0,0.1,11,OLS,2.58626739865412
100,20,12.0,0.1,11,Huber,4.4460290928968575
100,20,12.0,0.1,11,Cauchy,5.241716821587416
100,20,12.0,0.1,11,Barron,73.40427841858337
100,20,12.0,0.1,12,Lf_dual,1.2493884502642694
100,20,12.0,0.1,12,OLS,1.983800830587198
100,20,12.0,0.1,12,Huber,5.943465958461281
100,20,12.0,0.1,12,Cauchy,4.525520976581472
100,20,12.0,0.1,12,Barron,418.69917672931984
100,20,12.0,0.1,13,Lf_dual,2.1994316796177515
100,20,12.0,0.1,13,OLS,2.1864541768606376
100,20,12.0,0.1,13,Huber,7.457666422505261
100,20,12.0,0.1,13,Cauchy,10.369839990426396
100,20,12.0,0.1,13,Barron,22458.48796218183
100,20,12.0,0.1,14,Lf_dual,1.2159685694520797
100,20,12.0,0.1,14,OLS,1.8592218309394875
100,20,12.0,0.1,14,Huber,5.349784820235318
100,20,12.0,0.1,14,Cauchy,5.845525267012823
100,20,12.0,0.1,14,Barron,33232.432365180466
100,20,12.0,0.1,15,Lf_dual,0.9064428835701821
100,20,12.0,0.1,15,OLS,1.9168687141831353
100,20,12.0,0.1,15,Huber,1.5770122365539314
100,20,12.0,0.1,15,Cauchy,3.7084191171321224
100,20,12.0,0.1,15,Barron,524.0389466713807
100,20,12.0,0.1,16,Lf_dual,1.5353649528306337
100,20,12.0,0.1,16,OLS,1.796684252586124
100,20,12.0,0.1,16,Huber,4.899728065226259
100,20,12.0,0.1,16,Cauchy,12.182972118529191
100,20,12.0,0.1,16,Barron,5.822999036912928
100,20,12.0,0.1,17,Lf_dual,1.3555034609147534
100,20,12.0,0.1,17,OLS,2.3113513864963298
100,20,12.0,0.1,17,Huber,0.33966137084952897
100,20,12.0,0.1,17,Cauchy,7.779259015980734
100,20,12.0,0.1,17,Barron,7.779315109821529
100,20,12.0,0.1,18,Lf_dual,0.7947451730394863
100,20,12.0,0.1,18,OLS,1.1676583862392431
100,20,12.0,0.1,18,Huber,4.575943864999097
100,20,12.0,0.1,18,Cauchy,11.482675642957595
100,20,12.0,0.1,18,Barron,4.644441281109048
100,20,12.0,0.1,19,Lf_dual,1.6852722302719136
100,20,12.0,0.1,19,OLS,2.2696199641248587
100,20,12.0,0.1,19,Huber,3.2713105223049213
100,20,12.0,0.1,19,Cauchy,4.5784747998255755
100,20,12.0,0.1,19,Barron,2637.6055817137926
100,20,12.0,0.2,0,Lf_dual,2.4459135110535386
100,20,12.0,0.2,0,OLS,3.694630966749047
100,20,12.0,0.2,0,Huber,0.10781197329974396
100,20,12.0,0.2,0,Cauchy,2.826755642018803
100,20,12.0,0.2,0,Barron,9.207854388860149
100,20,12.0,0.2,1,Lf_dual,1.9079103703013607
100,20,12.0,0.2,1,OLS,3.3202037629831
100,20,12.0,0.2,1,Huber,5.067177512594567
100,20,12.0,0.2,1,Cauchy,5.395951661651448
100,20,12.0,0.2,1,Barron,49536.46042134378
100,20,12.0,0.2,2,Lf_dual,3.3453132313088427
100,20,12.0,0.2,2,OLS,3.583511633440387
100,20,12.0,0.2,2,Huber,5.2358953374030115
100,20,12.0,0.2,2,Cauchy,5.322467345660413
100,20,12.0,0.2,2,Barron,55961.43236798064
100,20,12.0,0.2,3,Lf_dual,2.079774431842309
100,20,12.0,0.2,3,OLS,3.365174676169353
100,20,12.0,0.2,3,Huber,0.0854910499423017
100,20,12.0,0.2,3,Cauchy,1.159844266835981
100,20,12.0,0.2,3,Barron,6.870420623004526
100,20,12.0,0.2,4,Lf_dual,2.3658417661374975
100,20,12.0,0.2,4,OLS,3.117123739571336
100,20,12.0,0.2,4,Huber,0.2011758952674968
100,20,12.0,0.2,4,Cauchy,2.5098028343805403
100,20,12.0,0.2,4,Barron,46.74945762939689
100,20,12.0,0.2,5,Lf_dual,2.672192547384226
100,20,12.0,0.2,5,OLS,2.9454154280158633
100,20,12.0,0.2,5,Huber,0.11550904364257691
100,20,12.0,0.2,5,Cauchy,2.976136644061837
100,20,12.0,0.2,5,Barron,24.45433228889561
100,20,12.0,0.2,6,Lf_dual,2.8557558440445496
100,20,12.0,0.2,6,OLS,4.02274702671719
100,20,12.0,0.2,6,Huber,0.20419595012359754
100,20,12.0,0.2,6,Cauchy,2.0192834709829577
100,20,12.0,0.2,6,Barron,41.81897428405157
100,20,12.0,0.2,7,Lf_dual,1.1771546757442606
100,20,12.0,0.2,7,OLS,1.939426959311343
100,20,12.0,0.2,7,Huber,5.431204470101733
100,20,12.0,0.2,7,Cauchy,5.7523482420766605
100,20,12.0,0.2,7,Barron,11.210401650412331
100,20,12.0,0.2,8,Lf_dual,2.2364838458086354
100,20,12.0,0.2,8,OLS,3.907379432613546
100,20,12.0,0.2,8,Huber,0.10022766907303249
100,20,12.0,0.2,8,Cauchy,2.0203662755738345
100,20,12.0,0.2,8,Barron,8.522148463352258
100,20,12.0,0.2,9,Lf_dual,2.3850572199563884
100,20,12.0,0.2,9,OLS,3.8829519266639445
100,20,12.0,0.2,9,Huber,0.08002527071011932
100,20,12.0,0.2,9,Cauchy,1.570544464701054
100,20,12.0,0.2,9,Barron,5.493384700967631
100,20,12.0,0.2,10,Lf_dual,2.018316969272847
100,20,12.0,0.2,10,OLS,2.2798660660904226
100,20,12.0,0.2,10,Huber,0.14251415048674462
100,20,12.0,0.2,10,Cauchy,2.1585009901563477
100,20,12.0,0.2,10,Barron,14.203699802489423
100,20,12.0,0.2,11,Lf_dual,0.912104894261785
100,20,12.0,0.2,11,OLS,3.51258650248077
100,20,12.0,0.2,11,Huber,0.31647080442915765
100,20,12.0,0.2,11,Cauchy,4.018549909860715
100,20,12.0,0.2,11,Barron,70213.07417544311
100,20,12.0,0.2,12,Lf_dual,2.2621485505101275
100,20,12.0,0.2,12,OLS,3.0903967297326886
100,20,12.0,0.2,12,Huber,0.3681531493991924
100,20,12.0,0.2,12,Cauchy,3.729335878494745
100,20,12.0,0.2,12,Barron,1393.166055449787
100,20,12.0,0.2,13,Lf_dual,2.8377300408985358
100,20,12.0,0.2,13,OLS,6.405324975407577
100,20,12.0,0.2,13,Huber,0.5873213111140165
100,20,12.0,0.2,13,Cauchy,2.198757310515158
100,20,12.0,0.2,13,Barron,6.551477206731309
100,20,12.0,0.2,14,Lf_dual,1.6398267335786583
100,20,12.0,0.2,14,OLS,2.917544150596664
100,20,12.0,0.2,14,Huber,0.15425769002889503
100,20,12.0,0.2,14,Cauchy,4.829846669296161
100,20,12.0,0.2,14,Barron,31.771877321232004
100,20,12.0,0.2,15,Lf_dual,1.6183042405704877
100,20,12.0,0.2,15,OLS,3.2663156587746442
100,20,12.0,0.2,15,Huber,1.4881888809998454
100,20,12.0,0.2,15,Cauchy,2.981658910880783
100,20,12.0,0.2,15,Barron,17.09691754779738
100,20,12.0,0.2,16,Lf_dual,1.7011577217643403
100,20,12.0,0.2,16,OLS,2.656867783264828
100,20,12.0,0.2,16,Huber,0.3950290025532271
100,20,12.0,0.2,16,Cauchy,4.075128479639592
100,20,12.0,0.2,16,Barron,222.5422749987811
100,20,12.0,0.2,17,Lf_dual,1.6711870419008836
100,20,12.0,0.2,17,OLS,2.2023646615129087
100,20,12.0,0.2,17,Huber,0.09504328490444021
100,20,12.0,0.2,17,Cauchy,2.3961475051826606
100,20,12.0,0.2,17,Barron,17.893812679198287
100,20,12.0,0.2,18,Lf_dual,1.421213935201082
100,20,12.0,0.2,18,OLS,3.063837736248003
100,20,12.0,0.2,18,Huber,0.13640867993025887
100,20,12.0,0.2,18,Cauchy,3.246530168869392
100,20,12.0,0.2,18,Barron,28.486365998288836
100,20,12.0,0.2,19,Lf_dual,1.0249520770571963
100,20,12.0,0.2,19,OLS,3.1108456352024043
100,20,12.0,0.2,19,Huber,0.5728187210846534
100,20,12.0,0.2,19,Cauchy,2.7048417005010563
100,20,12.0,0.2,19,Barron,25.749026699640922
200,5,4.0,0.1,0,Lf_dual,0.03154184980869514
200,5,4.0,0.1,0,OLS,0.8361999696887589
200,5,4.0,0.1,0,Huber,0.0771338940879787
200,5,4.0,0.1,0,Cauchy,0.9139710871410829
200,5,4.0,0.1,0,Barron,2.8277818046389394
200,5,4.0,0.1,1,Lf_dual,0.013273069048625264
200,5,4.0,0.1,1,OLS,0.5265727991104925
200,5,4.0,0.1,1,Huber,0.06488179217878465
200,5,4.0,0.1,1,Cauchy,0.03346931862480276
200,5,4.0,0.1,1,Barron,2.6691420679835978
200,5,4.0,0.1,2,Lf_dual,0.014520173999747395
200,5,4.0,0.1,2,OLS,0.49074480080105115
200,5,4.0,0.1,2,Huber,0.23648984995669134
200,5,4.0,0.1,2,Cauchy,0.23362573045062268
200,5,4.0,0.1,2,Barron,3.0377880098579166
200,5,4.0,0.1,3,Lf_dual,0.03155481874505717
200,5,4.0,0.1,3,OLS,0.6126255945105009
200,5,4.0,0.1,3,Huber,0.0451231708333257
200,5,4.0,0.1,3,Cauchy,0.1798344281990811
200,5,4.0,0.1,3,Barron,0.42328206859520856
200,5,4.0,0.1,4,Lf_dual,0.03499626001982127
200,5,4.0,0.1,4,OLS,0.6560603121213804
200,5,4.0,0.1,4,Huber,0.05601198281704007
200,5,4.0,0.1,4,Cauchy,0.12840071762010324
200,5,4.0,0.1,4,Barron,1.823240934288507
200,5,4.0,0.1,5,Lf_dual,0.01645820292935019
200,5,4.0,0.1,5,OLS,1.0330171138396973
200,5,4.0,0.1,5,Huber,0.09887944665956137
200,5,4.0,0.1,5,Cauchy,0.23963198582828668
200,5,4.0,0.1,5,Barron,1.7339257083648327
200,5,4.0,0.1,6,Lf_dual,0.053432276297953614
200,5,4.0,0.1,6,OLS,0.5757593785371756
200,5,4.0,0.1,6,Huber,0.3397520993081772
200,5,4.0,0.1,6,Cauchy,0.6180305913926488
200,5,4.0,0.1,6,Barron,3.374039946588166
200,5,4.0,0.1,7,Lf_dual,0.015079176528666848
200,5,4.0,0.1,7,OLS,0.7748759721628081
200,5,4.0,0.1,7,Huber,0.12528376014932144
200,5,4.0,0.1,7,Cauchy,0.8098456142594976
200,5,4.0,0.1,7,Barron,3.43071450323574
200,5,4.0,0.1,8,Lf_dual,0.024075493434992136
200,5,4.0,0.1,8,OLS,0.3986614886960846
200,5,4.0,0.1,8,Huber,0.229703258499816
200,5,4.0,0.1,8,Cauchy,0.392544990753596
200,5,4.0,0.1,8,Barron,1.1552160077769398
200,5,4.0,0.1,9,Lf_dual,0.0204830816167822
200,5,4.0,0.1,9,OLS,1.1653965953333734
200,5,4.0,0.1,9,Huber,0.04978626453424295
200,5,4.0,0.1,9,Cauchy,0.346368084252373
200,5,4.0,0.1,9,Barron,2.207861661735387
200,5,4.0,0.1,10,Lf_dual,0.029674915064350344
200,5,4.0,0.1,10,OLS,0.5029079409834857
200,5,4.0,0.1,10,Huber,0.18217370458543333
200,5,4.0,0.1,10,Cauchy,0.7296374735213886
200,5,4.0,0.1,10,Barron,0.8459036257620945
200,5,4.0,0.1,11,Lf_dual,0.013545043052305349
200,5,4.0,0.1,11,OLS,0.5646042842878167
200,5,4.0,0.1,11,Huber,0.4338895721723399
200,5,4.0,0.1,11,Cauchy,0.7767784481434543
200,5,4.0,0.1,11,Barron,1.035563820833092
200,5,4.0,0.1,12,Lf_dual,0.02199077318660599
