Dataset,Outlier_Frac,Trial,Config,Rel_Error
Kirby2,0.3,6,C1d,0.1040508983510772
Kirby2,0.3,7,C1d,0.10405089835125386
Kirby2,0.3,8,C1d,0.10405080153745454
Kirby2,0.3,9,C1d,0.10405089835085271
Kirby2,0.3,10,C1d,0.10405089835056437
Kirby2,0.3,11,C1d,0.104050898350975
Kirby2,0.3,12,C1d,0.10405089835123049
Kirby2,0.3,13,C1d,0.1040508983509566
Kirby2,0.3,14,C1d,0.10405089835109597
Kirby2,0.3,15,C1d,0.1040508983509707
Kirby2,0.3,16,C1d,0.10405089835102854
Kirby2,0.3,17,C1d,0.10405089835098902
Kirby2,0.3,18,C1d,0.10405089835088159
Kirby2,0.3,19,C1d,0.10405089834768916
Hahn1,0.0,0,C1d,0.07458156201048471
