Dataset,Outlier_Frac,Trial,re_new,re_pub
Chwirut1,0.1,15,0.30157086634699054,0.3015708663469897
Chwirut1,0.1,16,0.0801516727866094,0.080151672786604
Chwirut1,0.1,17,0.1899186628320714,0.1899186628320723
Chwirut1,0.1,18,0.1770917859702139,0.1770917859702152
Chwirut1,0.1,19,0.1664930937728675,0.1664930937728663
Chwirut1,0.2,0,0.007560931331438946,0.0075609313314218
Chwirut1,0.2,1,1.8331255760967402,1.833125576096751
Chwirut1,0.2,2,0.053208250402727086,0.0532082504027263
Chwirut1,0.2,3,0.6374753517168859,0.6374753517168874
Chwirut1,0.2,4,1.2259735035382893,1.2259735035382933
Chwirut1,0.2,5,0.1754335404434751,0.1754335404434861
Chwirut1,0.2,6,0.337887482436001,0.3378874824359996
Chwirut1,0.2,7,0.24986051081701213,0.2498605108170125
Chwirut1,0.2,8,0.08227650265416052,0.0822765026541602
Chwirut1,0.2,9,0.16730696324367292,0.1673069632436754
Chwirut1,0.2,10,0.12477321907977613,0.1247732190797756
Chwirut1,0.2,11,0.4803132382937794,0.4803132382937794
Chwirut1,0.2,12,0.034510169173134084,0.0345101691731362
Chwirut1,0.2,13,0.8043174086709555,0.8043174086709555
Chwirut1,0.2,14,0.20319912351081793,0.2031991235108169
Chwirut1,0.2,15,0.6479453589520157,0.6479453589520165
Chwirut1,0.2,16,0.46395231783085183,0.4639523178308541
Chwirut1,0.2,17,1.7379617374077558,1.737961737407746
Chwirut1,0.2,18,0.08672425936884495,0.0867242593688569
Chwirut1,0.2,19,0.1624857923895189,0.162485792389519
Chwirut1,0.3,0,0.5734278835424345,0.5734278835424362
Chwirut1,0.3,1,1.3064067144313134,1.3064067144313116
Chwirut1,0.3,2,0.6612802220749628,0.6612802220749632
Chwirut1,0.3,3,0.32423352183583326,0.324233521835833
Chwirut1,0.3,4,0.2581708685189735,0.2581708685189743
Chwirut1,0.3,5,0.6657817311512467,0.6657817311512619
Chwirut1,0.3,6,0.677848534767595,0.677848534767595
Chwirut1,0.3,7,0.03894674794903883,0.0389467479490441
Chwirut1,0.3,8,0.07351633233189288,0.0735163323318924
Chwirut1,0.3,9,1.7867551456756976,1.7867551456756865
Chwirut1,0.3,10,0.2092279238759543,0.209227923875955
Chwirut1,0.3,11,0.16798080887806885,0.1679808088780682
Chwirut1,0.3,12,0.8701712248004804,0.8701712248004752
Chwirut1,0.3,13,0.3861676480849426,0.3861676480849376
